SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC41574,2609,2689,5296,921,437,1361,241,580,821,91,77,167,250,148,402,1500,1249,2743,869,1208,2076,16.7,11.8,14.7,57.5,46.4,51.8,48,40.7,44.4,19,22,38,12,26,36,103,176,280,77,156,233,784,328,1110,42,75,119,34,52,86,860,451,1318,2548,2522,5070,336,412,749,1873,1895,3772,840,911,1749
SSC41575,1136,1036,2170,488,228,725,116,275,389,36,37,74,67,46,113,717,584,1296,365,405,767,9.3,7.9,8.7,63.1,56.4,59.7,56.3,52.1,54.7,17,20,29,7,19,28,81,123,203,50,88,141,433,138,574,16,11,30,16,17,33,462,168,632,1111,1031,2141,111,108,221,909,805,1711,281,301,580
SSC41576,2638,2762,5407,781,370,1151,235,523,757,80,60,142,273,149,426,1376,1107,2477,1063,1438,2494,19.8,13.5,17.2,52.2,40.1,45.8,41.5,34.5,37.9,13,14,26,5,10,14,64,131,200,82,154,239,759,311,1074,64,83,142,48,59,109,873,458,1327,2643,2638,5278,367,383,752,1955,1945,3897,867,918,1782
SSC41577,23,23,40,11,9,11,0,3,4,0,0,0,0,0,0,9,8,21,10,7,14,0,0,0,39.1,34.8,52.5,47.8,52.2,37.5,0,0,0,0,0,0,0,3,3,0,3,4,8,0,7,0,0,0,0,0,0,8,3,12,20,23,44,0,0,0,19,18,32,3,3,10
SSC41578,9,14,30,3,5,5,0,0,0,0,0,0,0,0,0,8,6,12,7,6,14,0,0,0,88.9,42.9,40,33.3,35.7,16.7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,15,10,30,0,0,4,10,10,22,3,3,6
SSC41579,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,100,100,133.3,75,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,3,3,0,4,3
SSC41580,72,70,139,40,8,50,6,32,43,3,7,8,0,0,0,51,54,102,13,19,31,0,0,0,70.8,77.1,73.4,68.1,67.1,72.7,0,0,0,0,0,0,3,8,8,6,3,16,19,3,20,0,0,0,3,3,8,19,11,28,76,77,154,5,9,14,54,55,108,23,32,50
SSC41581,38,43,81,18,7,22,8,10,12,3,0,4,0,0,3,30,19,44,6,18,22,0,0,6.8,78.9,44.2,54.3,76.3,39.5,46.9,0,0,0,0,0,0,3,4,6,0,4,4,12,3,19,0,0,0,0,0,0,12,11,24,39,37,69,7,4,11,25,26,51,18,11,29
SSC41582,5,8,18,4,8,15,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,80,100,72.2,80,100,83.3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,7,7,15,0,3,3,3,0,4,7,6,15
SSC41583,23,23,45,15,6,17,0,3,5,0,3,3,0,0,0,14,15,31,4,9,13,0,0,0,60.9,65.2,68.9,65.2,52.2,55.6,0,0,0,0,0,0,0,9,6,6,4,9,3,0,3,0,0,0,0,0,0,5,3,10,28,24,51,3,3,7,20,19,36,7,6,13
SSC41584,63,55,113,43,18,64,4,20,23,0,0,0,0,0,0,49,38,87,7,12,21,0,0,0,77.8,69.1,77,74.6,69.1,77,0,0,0,0,0,0,3,4,9,3,9,9,9,8,20,0,0,3,3,0,3,15,12,22,62,57,120,4,3,13,57,48,99,17,14,29
SSC41585,22,26,47,11,6,21,3,9,8,0,0,0,0,0,3,17,14,33,3,9,8,0,0,9.1,77.3,53.8,70.2,63.6,57.7,61.7,0,0,0,0,0,0,0,4,3,3,0,4,9,0,10,0,0,0,0,0,0,9,7,14,34,27,56,0,0,3,27,18,45,3,3,7
SSC41586,1311,1475,2784,591,333,924,142,357,506,40,46,91,69,48,117,847,788,1631,406,602,1010,8.1,6.1,7.2,64.6,53.4,58.6,59,49.9,54.6,18,17,39,3,15,23,59,119,179,74,152,218,380,225,611,20,43,69,26,30,57,425,304,734,1263,1332,2590,236,267,500,879,918,1792,573,646,1221
SSC41587,5,3,10,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,6,0,6,0,0,0,0,100,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,6,0,0,0,4,3,8,3,0,3
SSC41588,1091,1086,2185,542,243,784,140,334,477,31,39,74,41,50,86,759,667,1420,289,368,655,5.4,7.5,6.1,69.6,61.4,65,65.4,56.7,61.1,18,14,32,12,24,37,70,137,213,90,118,207,361,168,529,9,20,26,29,35,62,400,215,623,1178,1128,2309,138,141,275,833,802,1632,402,399,802
SSC41589,11,6,18,3,3,7,3,3,5,0,0,0,0,0,0,8,9,17,0,0,3,0,0,0,72.7,150,94.4,54.5,100,66.7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,16,12,26,0,0,0,8,10,21,3,0,3
SSC41590,5,4,11,3,0,3,0,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,60,75,27.3,60,0,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,5,4,11,0,0,0
SSC41591,3,5,11,0,0,0,3,3,6,0,0,0,0,0,0,5,3,5,0,0,3,0,0,0,166.7,60,45.5,100,60,54.5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,3,0,3,3,4,3
SSC41592,15,9,29,11,3,16,4,3,10,0,0,0,0,0,0,17,10,22,0,3,4,0,0,0,113.3,111.1,75.9,100,66.7,89.7,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,22,12,29,3,0,4,20,9,26,3,5,5
SSC41593,18,17,33,10,7,20,0,3,8,0,0,3,0,0,0,16,13,28,3,0,4,0,0,0,88.9,76.5,84.8,55.6,58.8,93.9,0,0,0,0,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,0,0,9,0,10,17,20,36,0,0,0,15,14,30,3,3,6
SSC41594,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
SSC41595,897,959,1861,389,193,577,122,330,458,26,34,64,28,25,53,567,578,1145,288,347,635,4.9,4.3,4.6,63.2,60.3,61.5,59.9,58.1,59.1,35,25,63,23,40,56,121,178,298,81,118,205,235,102,332,10,14,22,12,26,40,253,142,393,908,955,1862,121,152,269,656,685,1334,332,396,729
SSC41596,60,61,126,38,19,61,3,19,21,0,0,0,5,6,4,47,42,97,9,11,21,10.6,14.3,4.1,78.3,68.9,77,68.3,62.3,65.1,0,0,0,0,3,0,10,10,18,3,7,9,23,9,27,0,3,3,0,0,0,22,10,32,59,55,110,16,15,36,45,39,79,29,28,57
SSC41597,170,161,336,88,47,136,30,50,80,4,4,6,3,4,12,122,103,228,38,48,84,2.5,3.9,5.3,71.8,64,67.9,71.8,62.7,66.1,3,3,9,5,3,8,20,35,56,12,22,32,50,15,70,0,0,0,3,3,9,57,23,74,168,159,327,29,25,49,135,123,254,59,52,114
SSC41598,150,158,307,71,25,98,13,51,66,7,6,13,7,3,7,91,85,180,45,60,108,7.7,3.5,3.9,60.7,53.8,58.6,60.7,51.9,57.7,3,3,3,0,4,3,18,8,27,9,10,26,42,21,65,3,7,5,3,3,8,45,31,80,156,164,316,17,24,39,115,116,239,41,59,100
SSC41599,243,250,490,93,69,164,22,46,69,9,10,24,8,12,20,140,136,275,80,92,178,5.7,8.8,7.3,57.6,54.4,56.1,51,50,52.4,0,0,0,0,11,11,6,27,37,8,31,34,71,24,90,3,8,5,5,5,11,71,35,108,235,241,472,33,25,52,206,191,399,44,62,107
SSC41600,64,66,128,24,18,40,10,17,20,4,0,3,3,4,12,37,36,74,19,29,44,8.1,11.1,16.2,57.8,54.5,57.8,59.4,53,49.2,0,0,0,0,0,0,3,3,8,0,6,3,18,9,26,0,0,3,0,0,3,20,9,25,67,77,139,3,3,4,51,63,108,14,13,32
