SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC40555,135,282,0,0,11,50,0,6,103,378,119,435,4,11,16,46,23,75,39,135,157,573,0,0,5,13,4,7,13,40,21,61,4,11,5,18,27,51,35,86,58,145,15,27,364,1021
SSC40556,5,12,0,0,3,8,0,0,0,7,3,16,0,7,0,0,0,3,3,4,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37
SSC40557,3,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
SSC40558,1374,2710,19,92,147,655,22,81,736,2860,920,3688,68,280,129,448,292,949,496,1676,1421,5369,3,20,22,76,16,43,156,422,199,566,30,86,50,120,136,280,213,482,411,1046,27,53,3233,9174
SSC40559,24,45,0,0,0,0,0,0,3,5,3,5,0,0,4,19,0,6,7,22,7,32,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,9,0,0,37,83
SSC40560,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40561,43,81,0,4,3,18,0,0,32,121,35,145,0,7,3,16,11,42,20,62,58,211,0,0,0,3,0,3,0,3,6,10,0,0,0,0,11,21,11,21,13,25,0,0,111,319
SSC40562,12,19,0,0,0,0,0,0,3,12,3,12,0,0,0,3,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35
SSC40563,22,44,0,5,0,4,0,3,9,28,10,42,0,0,0,3,6,16,4,21,18,62,0,0,0,0,0,6,0,3,3,3,0,0,0,0,5,9,5,9,8,11,0,0,49,124
SSC40564,15,23,0,0,0,3,0,0,0,11,0,19,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45
SSC40565,28,49,0,8,0,0,0,0,10,32,7,35,0,0,0,0,3,15,3,15,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,0,45,100
SSC40566,49,89,0,0,0,3,0,0,18,69,20,74,0,0,0,0,4,11,4,11,24,88,0,0,0,7,0,0,3,8,4,7,0,0,0,5,0,3,3,7,5,17,0,0,75,192
SSC40567,16,38,0,0,0,3,0,6,4,27,10,34,0,0,0,0,3,7,3,9,16,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,36,87
SSC40568,203,393,5,25,41,174,0,0,141,554,181,757,29,116,48,172,42,126,118,412,301,1165,0,8,10,31,0,4,20,48,33,94,0,6,9,27,23,39,36,72,64,163,13,25,583,1755
SSC40569,334,661,8,31,42,201,7,44,267,1048,329,1327,33,119,44,167,71,214,149,505,476,1835,0,3,11,33,3,6,28,75,44,116,4,16,20,46,32,64,62,135,101,250,14,19,923,2761
SSC40570,10,16,0,0,0,0,0,0,0,4,0,4,0,5,0,3,0,8,5,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,17,37
SSC40571,0,4,0,0,0,0,0,0,0,10,0,10,0,0,0,5,3,7,4,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
SSC40572,339,678,3,8,21,92,11,46,122,482,161,632,10,31,15,39,43,130,61,201,225,827,0,6,7,34,6,15,32,88,49,136,3,4,12,22,22,48,34,80,86,213,7,7,649,1728
SSC40573,176,347,0,17,37,161,3,10,141,543,180,724,12,59,44,159,37,104,94,320,277,1047,0,0,5,8,0,0,17,42,25,49,6,6,8,25,23,40,32,69,53,121,5,7,513,1523
SSC40574,101,195,0,16,13,67,3,18,59,230,77,329,3,22,25,88,30,91,60,202,138,532,0,0,0,3,0,0,6,29,10,29,3,8,3,8,14,26,17,42,31,67,3,7,273,799
SSC40575,55,104,0,3,6,23,0,0,21,81,26,112,13,43,10,31,16,55,41,134,65,244,0,6,0,0,0,0,3,4,7,11,3,4,4,8,4,7,12,20,14,33,3,3,137,383
SSC40576,373,740,4,20,39,160,5,25,237,883,288,1089,21,72,43,145,92,291,152,503,433,1601,0,0,13,29,4,3,53,131,68,165,7,31,31,68,84,167,120,265,186,427,35,67,1028,2832
SSC40577,102,212,0,6,11,34,7,25,64,237,75,299,7,47,8,40,29,89,49,174,126,469,0,0,0,4,6,14,20,56,24,70,0,3,3,9,21,44,24,58,49,129,4,13,281,820
SSC40578,622,1235,0,10,78,337,9,56,387,1474,482,1883,56,239,92,312,117,369,267,922,744,2806,0,3,15,50,4,17,47,115,71,190,20,51,36,71,80,165,130,288,198,477,27,51,1594,4563
SSC40579,250,500,6,42,29,135,0,15,176,663,217,855,20,94,39,123,52,150,109,367,328,1220,0,0,4,16,0,0,42,111,52,127,7,14,24,49,29,56,55,126,106,252,11,23,699,1994
SSC40580,227,439,8,35,58,239,14,75,262,1038,337,1386,38,149,49,168,68,209,153,527,494,1918,4,10,10,29,0,3,31,103,45,139,5,25,10,15,19,44,35,88,81,225,4,9,801,2596
SSC40581,791,1576,7,53,95,438,11,61,432,1683,552,2234,60,231,102,368,208,655,368,1255,921,3491,3,8,20,67,10,30,71,172,103,279,18,58,19,44,96,213,135,322,234,597,12,27,1956,5690
SSC40582,115,230,3,7,23,101,3,12,124,494,156,618,11,50,29,112,27,81,67,245,220,862,0,4,0,3,4,9,11,27,15,50,0,4,11,35,20,42,31,77,53,126,11,30,397,1247
SSC40583,46,92,0,6,7,28,0,0,25,98,26,128,3,13,8,23,4,21,16,50,42,180,0,0,0,0,0,0,3,4,3,4,0,0,0,3,5,12,6,18,9,24,0,0,96,288
SSC40584,13,28,0,0,0,0,0,0,6,31,6,31,0,3,0,8,3,11,4,18,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,32,83
SSC40585,523,1021,11,61,53,239,19,89,294,1130,379,1521,56,219,55,197,144,461,252,870,625,2394,4,21,18,59,10,28,76,182,98,288,9,36,24,58,59,125,100,218,202,507,9,24,1359,3949
SSC40586,317,642,0,5,44,191,4,12,271,997,314,1211,24,96,26,96,55,156,105,342,419,1559,0,0,12,31,3,13,56,149,73,198,11,27,23,51,60,119,91,199,160,398,17,43,921,2634
SSC40587,141,279,0,0,3,13,3,11,17,57,19,84,4,12,8,14,17,43,23,72,41,151,0,7,0,5,0,0,4,16,7,22,0,0,0,3,3,12,5,14,17,33,0,3,196,465
SSC40588,3,9,0,0,3,22,0,0,3,16,7,30,0,0,0,0,0,3,0,3,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44
SSC40589,87,183,0,8,4,29,0,3,42,169,56,205,0,0,5,15,12,42,18,58,69,262,0,0,0,3,0,0,12,29,10,27,3,12,4,7,14,32,21,53,34,82,8,17,200,546
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,16,29,0,0,0,0,0,0,9,26,9,26,0,0,0,0,0,8,0,8,10,34,0,0,0,4,0,0,0,3,0,9,3,5,0,0,3,3,3,10,5,15,3,6,34,88
SSC40592,278,549,0,7,11,69,9,31,49,215,73,317,0,4,7,12,25,76,29,87,98,405,4,12,4,17,3,4,16,44,24,78,0,0,0,0,6,15,9,21,37,93,3,3,416,1055
SSC40593,17,27,0,0,0,5,0,0,3,21,5,33,0,7,0,0,0,5,3,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,25,70
SSC40594,70,143,3,9,11,42,0,7,23,93,38,146,5,15,6,15,18,53,25,87,64,237,0,0,0,3,0,0,4,7,6,11,0,0,0,0,4,12,6,12,13,25,0,0,149,407
SSC40595,331,654,7,37,31,152,3,27,198,745,242,955,16,77,21,73,72,225,110,379,356,1335,0,9,5,28,8,15,61,176,78,224,5,10,16,32,73,167,87,208,170,432,19,39,871,2457
SSC40596,14,35,0,0,0,4,0,0,0,5,3,13,0,0,0,0,3,9,3,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,3,8,0,0,25,59
SSC40597,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SSC40598,9,14,0,0,0,6,0,0,0,3,0,8,0,0,0,13,0,0,0,13,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32
SSC40599,11,20,0,0,0,3,0,3,15,49,16,56,0,0,0,4,5,20,8,25,25,78,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,7,3,7,0,0,36,108
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40601,959,1897,10,42,70,304,19,95,403,1544,496,1985,39,169,78,260,161,525,278,956,780,2941,3,16,19,67,6,27,117,290,146,400,13,54,40,83,100,216,156,350,298,754,29,59,2062,5645
SSC40602,3,5,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,5,0,5,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31
SSC40603,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40604,0,4,0,0,0,0,0,0,0,8,0,8,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
SSC40605,56,108,0,4,7,41,3,20,25,91,35,157,6,30,7,28,23,63,34,120,76,281,0,8,0,0,0,0,4,11,9,17,0,0,4,3,0,3,3,4,7,24,0,3,141,413
SSC40606,348,688,4,18,29,121,6,18,154,596,189,746,20,95,38,132,46,144,110,364,293,1112,0,0,8,34,0,4,30,72,40,105,5,17,17,29,39,77,54,119,100,229,13,23,752,2050
SSC40607,18,32,0,0,0,0,0,0,11,26,11,26,0,3,0,0,0,4,0,8,12,37,0,0,0,0,0,0,4,9,4,9,0,0,0,0,3,6,3,6,6,20,4,3,36,89
SSC40608,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
SSC40609,57,120,0,7,4,11,0,14,17,58,21,96,6,23,11,21,17,61,35,105,58,197,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,10,0,10,11,25,0,0,123,346
SSC40610,401,803,11,54,23,115,15,59,241,915,291,1145,14,58,20,60,78,229,108,351,397,1496,6,23,30,101,17,64,137,370,195,563,8,32,19,31,80,176,107,241,295,803,15,36,1115,3135
SSC40611,187,365,0,0,20,92,0,5,109,395,129,485,11,40,22,80,24,69,62,188,187,680,0,0,4,12,0,0,29,59,30,69,5,14,7,23,34,71,49,106,76,183,5,19,463,1240
SSC40612,20,40,0,0,0,6,0,3,10,42,12,52,0,0,0,6,0,5,3,11,20,66,0,0,0,0,0,0,5,14,5,14,0,0,0,0,0,6,0,6,6,14,0,0,42,122
SSC40613,970,1933,13,85,82,389,24,94,467,1781,587,2355,45,185,58,193,222,706,323,1088,910,3440,8,44,39,146,17,64,169,465,233,723,23,63,44,99,188,396,257,566,487,1286,51,105,2413,6775
SSC40614,52,103,0,9,3,11,3,6,25,100,33,131,3,20,6,18,16,47,21,86,57,209,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,10,3,12,7,14,0,0,108,325
SSC40615,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40616,3,8,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,6,3,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23
SSC40617,3,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SSC40618,51,100,0,0,4,21,4,8,20,71,25,100,3,10,3,9,7,17,11,42,31,137,0,0,3,10,0,0,3,11,8,22,0,3,4,4,5,7,8,15,17,36,0,0,99,271
SSC40619,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,17,35,0,0,0,3,0,5,3,14,3,21,0,0,0,3,3,9,3,11,5,35,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,3,0,3,7,11,0,0,29,78
SSC40622,55,105,3,20,9,36,0,0,41,142,53,202,3,24,8,37,20,58,36,120,87,326,0,0,0,9,0,0,3,6,5,17,0,0,0,3,7,7,3,9,10,28,0,0,150,454
SSC40623,3,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SSC40624,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,21
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,12,37,0,0,0,0,6,21,14,61,15,83,0,3,0,0,3,15,5,19,25,100,0,0,0,11,0,4,14,34,12,51,0,0,0,0,3,9,3,9,16,56,0,0,51,193
SSC40627,4,14,0,3,0,5,0,0,6,16,8,26,0,0,3,5,0,0,3,5,8,36,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,19,57
SSC40628,7,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18
SSC40629,215,418,0,8,19,74,0,4,89,363,108,440,3,14,18,43,23,65,43,125,151,567,0,0,3,8,0,3,16,50,24,58,4,14,3,5,20,47,28,66,55,127,7,12,418,1120
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC40632,39,73,0,5,14,55,0,12,25,105,40,175,0,10,4,17,5,16,17,49,56,222,0,0,3,7,0,0,4,24,7,22,0,0,0,0,0,3,0,3,12,26,0,0,104,326
SSC40633,27,58,0,0,3,17,0,9,19,65,20,90,3,14,0,3,4,17,8,37,29,131,0,7,0,0,0,0,4,19,9,21,0,7,0,10,3,3,9,12,14,37,0,3,78,222
SSC40634,11,24,0,0,0,4,0,0,9,26,7,28,0,3,0,3,3,13,5,21,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76
SSC40635,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC40636,97,186,0,0,20,100,0,0,80,285,98,387,17,79,19,71,24,81,66,238,166,625,0,0,3,12,0,0,8,30,16,43,0,7,4,15,18,37,26,55,38,98,0,8,305,917
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,4,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
SSC40639,24,48,0,0,5,29,0,0,18,72,23,99,3,14,6,26,4,13,18,53,39,156,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,3,3,5,3,8,0,0,67,208
SSC40640,364,716,3,28,30,130,9,37,111,426,151,619,9,48,18,51,46,148,73,246,222,861,3,9,13,40,3,18,58,173,77,240,5,26,12,16,38,83,55,125,133,358,14,30,743,1967
SSC40641,6,5,0,0,0,0,0,0,5,23,5,23,0,0,0,0,4,12,4,12,9,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,12,42
SSC40642,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40643,3,14,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
SSC40644,61,124,0,5,0,3,0,0,26,94,27,98,3,15,3,10,9,36,19,62,45,166,0,0,3,12,0,0,16,35,20,46,0,6,0,0,8,18,7,22,29,67,0,3,133,361
SSC40645,51,103,0,6,6,37,4,7,16,83,31,133,3,13,9,31,7,36,23,77,50,208,0,0,0,0,0,0,3,16,7,21,0,0,0,0,3,8,3,8,12,30,0,0,115,335
SSC40646,3,8,0,0,0,6,0,0,7,23,6,25,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36
SSC40647,3,5,0,0,0,3,0,0,8,36,5,37,0,0,0,0,3,14,3,14,9,52,0,10,0,4,0,0,0,4,3,18,0,0,0,0,4,9,4,9,8,23,0,0,21,83
SSC40648,0,3,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,4,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
SSC40649,12,27,0,4,0,3,0,17,10,42,17,67,0,0,0,0,0,11,0,11,15,81,0,3,0,0,0,0,8,18,3,21,0,0,0,0,4,19,5,20,10,38,12,37,54,184
SSC40650,116,235,4,37,6,32,3,18,51,190,70,281,8,42,15,56,32,88,54,187,126,467,0,3,0,3,0,3,11,31,17,36,0,0,7,7,8,11,8,22,23,55,4,8,269,770
SSC40651,8,19,0,0,0,7,0,5,6,25,10,30,3,13,3,12,4,13,9,31,19,63,0,0,0,0,0,0,3,3,3,3,0,0,0,4,0,0,3,3,3,11,0,0,31,99
SSC40652,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,13
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40654,63,127,5,17,11,44,0,7,74,283,85,349,3,16,8,24,8,33,22,72,105,425,0,0,0,0,0,0,16,43,16,43,0,6,3,5,4,7,11,16,25,61,0,0,190,610
SSC40655,3,6,0,0,0,0,0,0,7,19,7,19,0,0,0,0,0,3,0,3,9,26,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,33
SSC40656,3,13,0,0,0,4,0,3,0,4,3,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,14,32
SSC40657,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40658,0,3,0,9,0,0,0,0,7,20,4,27,0,8,0,3,0,0,4,14,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40660,362,722,10,60,25,108,12,40,156,614,198,831,11,63,23,80,48,154,86,294,282,1123,0,16,16,56,7,18,52,145,79,234,9,21,13,31,46,102,72,153,150,382,15,27,810,2257
SSC40661,9,13,0,0,0,6,0,0,5,16,7,18,0,0,0,0,0,3,0,3,9,23,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,17,37
SSC40662,4,6,0,0,0,7,0,0,3,4,5,14,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21
SSC40663,14,24,0,0,3,11,0,4,3,9,7,21,0,0,0,0,0,4,0,4,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55
SSC40664,72,149,0,0,5,20,0,9,31,119,37,141,0,4,4,15,6,13,8,32,41,176,0,0,3,8,0,3,9,20,12,34,3,4,6,7,0,5,8,20,18,46,5,8,138,373
SSC40665,4,3,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,0,11,26
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,8,12,0,7,0,0,0,0,4,31,7,34,0,0,0,0,3,8,3,8,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,60
SSC40668,183,353,0,7,19,91,5,26,73,317,104,436,0,11,10,32,11,36,30,79,128,517,0,0,0,4,4,7,20,48,21,60,0,0,3,13,11,21,20,36,41,95,3,8,353,978
SSC40669,3,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC40670,6,18,0,3,0,0,0,4,3,24,6,34,0,0,0,0,0,4,0,4,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50
SSC40671,158,319,0,8,10,50,4,7,94,336,112,403,6,20,14,36,10,28,28,87,136,493,0,8,10,28,0,0,38,78,46,108,5,22,15,38,22,41,48,102,92,208,16,25,403,1049
SSC40672,278,551,0,7,28,121,0,8,140,529,175,662,11,58,38,140,37,100,87,294,265,962,0,0,8,30,0,0,27,68,30,101,3,11,15,23,35,69,52,99,79,198,9,27,639,1735
SSC40673,242,479,0,13,45,184,0,6,165,644,215,844,16,68,53,195,45,132,116,395,330,1239,0,0,7,18,0,0,27,63,30,78,4,23,31,82,29,75,71,170,105,253,8,22,680,1989
SSC40674,131,256,0,0,5,11,0,4,37,123,38,137,3,5,3,13,7,26,13,43,50,186,0,0,7,25,0,0,14,25,20,48,0,0,6,17,12,26,21,41,35,89,6,14,227,543
SSC40675,38,76,0,0,7,22,3,8,18,56,21,93,3,21,3,12,10,21,13,49,37,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,15,7,15,0,4,86,238
SSC40676,6,12,0,0,0,3,0,0,9,25,6,33,0,0,0,0,0,4,0,4,6,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,19,50
SSC40677,3,10,0,0,0,3,0,0,7,32,11,38,0,0,0,3,0,0,4,4,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48
SSC40678,154,307,0,14,17,86,4,18,65,253,94,366,7,39,18,49,38,104,65,199,151,564,0,6,3,10,0,0,9,25,12,37,0,3,6,7,6,12,12,20,23,64,0,0,336,930
SSC40679,76,145,0,0,0,4,4,10,54,185,54,203,4,9,10,40,7,16,16,61,75,266,0,0,0,6,0,3,12,18,16,29,0,3,3,14,15,26,18,39,34,69,7,12,187,495
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,39,83,0,0,3,7,0,0,25,87,22,99,3,7,4,9,11,22,13,43,36,138,0,0,0,0,0,0,0,5,0,5,0,0,0,3,7,9,8,13,5,20,0,0,85,247
SSC40682,8,23,0,0,0,4,0,0,0,4,3,9,0,0,0,0,0,5,0,5,3,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,38
SSC40683,0,0,0,0,0,3,0,0,3,6,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC40684,436,868,7,24,32,136,12,42,151,607,201,809,26,109,46,172,132,429,205,713,401,1521,0,8,14,34,0,0,28,86,41,124,6,19,10,30,69,156,89,209,129,334,20,41,987,2762
SSC40685,3,3,0,0,4,10,0,0,3,25,7,38,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,10,45
SSC40686,348,709,7,73,55,269,12,59,296,1111,367,1515,18,80,33,113,73,240,123,434,495,1951,6,35,24,92,5,26,102,278,139,429,19,54,31,85,116,253,164,396,300,819,45,99,1190,3585
